################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.8384990833826538E+00 a      2216     0    93     1     8
  4.7773760042090307E+00 a      2217     0    93     1     9
  2.5989655596204386E+00 a      2218     0    93     1    10
  2.3501426470620839E+00 a      2219     0    93     1    11
  7.5838813279108717E+00 a      2220     0    93     1    12
 -2.2987073674531580E+00 a      2221     0    93     1    13
 -3.2570106025494190E+00 a      2222     0    93     1    14
  9.6990608378370489E+00 a      2223     0    93     1    15
  2.7525542125992475E+00 a      2224     0    93     1    16
 -1.3240179410331183E+00 a      2225     0    93     1    17
  4.5450834793121784E+00 a      2226     0    93     1    18
 -6.1186498115132029E+00 a      2227     0    93     1    19
  7.4590817196861767E+00 a      2228     0    93     1    20
 -1.0417279864701570E+00 a      2229     0    93     1    21
  5.0350416007963954E+00 a      2230     0    93     1    22
  3.0587429240978344E-02 a      2231     0    93     1    23
 -1.0977089667395932E+01 a      2232     0    93     1    24
  9.9215376882690034E+00 a      2233     0    94     1     1
 -3.1898407682369112E+00 a      2234     0    94     1     2
  2.9816471167078649E+00 a      2235     0    94     1     3
  1.7563925367422625E-01 a      2236     0    94     1     4
 -6.4734778231673573E+00 a      2237     0    94     1     5
 -6.4403921251963903E+00 a      2238     0    94     1     6
 -5.4126180283369474E-01 a      2239     0    94     1     7
 -4.7602342329055025E+00 a      2240     0    94     1     8
 -2.5266178895189753E+00 a      2241     0    94     1     9
 -2.5616590506491064E+00 a      2242     0    94     1    10
  1.1918236173744237E+00 a      2243     0    94     1    11
 -7.1428641387142522E-01 a      2244     0    94     1    12
 -9.2472334755575289E+00 a      2245     0    94     1    13
  1.7372282027462496E+00 a      2246     0    94     1    14
 -4.1007907010293927E+00 a      2247     0    94     1    15
  3.2644209262107942E+00 a      2248     0    94     1    16
  1.1193131490502665E+01 a      2249     0    94     1    17
 -1.0970254488780490E+01 a      2250     0    94     1    18
 -1.4653625198699936E+00 a      2251     0    94     1    19
  3.6479965104330621E+00 a      2252     0    94     1    20
  9.4357109890303992E+00 a      2253     0    94     1    21
 -1.2502630695857115E+00 a      2254     0    94     1    22
 -2.0186405177765425E+00 a      2255     0    94     1    23
  3.5445049718000678E+00 a      2256     0    94     1    24
  2.1743049081588339E-01 a      2257     0    95     1     1
  2.4597447235184648E+00 a      2258     0    95     1     2
  5.2951605206573262E+00 a      2259     0    95     1     3
  7.3841235189977400E-02 a      2260     0    95     1     4
 -9.7249904315946054E+00 a      2261     0    95     1     5
 -1.0334555464021468E+01 a      2262     0    95     1     6
 -7.0555560508882342E-01 a      2263     0    95     1     7
 -1.3749639172794108E+01 a      2264     0    95     1     8
 -5.8175329856184299E-01 a      2265     0    95     1     9
 -3.2119481955454852E+00 a      2266     0    95     1    10
 -7.9864488314816962E+00 a      2267     0    95     1    11
  1.2153497461482896E+01 a      2268     0    95     1    12
 -5.6006175500548041E+00 a      2269     0    95     1    13
  7.2503792179085140E+00 a      2270     0    95     1    14
 -3.3813462897564142E+00 a      2271     0    95     1    15
 -3.5135087423127485E+00 a      2272     0    95     1    16
  6.1640985387138008E+00 a      2273     0    95     1    17
  5.3981292756624333E+00 a      2274     0    95     1    18
 -2.2642512522955687E+00 a      2275     0    95     1    19
 -4.2732084860204905E-01 a      2276     0    95     1    20
  2.7010430886099607E-01 a      2277     0    95     1    21
 -1.7284061687979715E+00 a      2278     0    95     1    22
 -2.3806284286097341E+00 a      2279     0    95     1    23
  5.1928943765328519E+00 a      2280     0    95     1    24
  3.4664248132405828E-01 a      2281     0    96     1     1
 -1.3115067926775234E+01 a      2282     0    96     1     2
  5.0093352379219702E-01 a      2283     0    96     1     3
  8.8305337391978700E+00 a      2284     0    96     1     4
  4.5433412300560008E+00 a      2285     0    96     1     5
 -1.8999076407679929E+01 a      2286     0    96     1     6
 -8.3447437701893357E+00 a      2287     0    96     1     7
  7.4313345925839727E+00 a      2288     0    96     1     8
  9.7899712802754220E+00 a      2289     0    96     1     9
  2.5617620964264920E+00 a      2290     0    96     1    10
  1.4903765871642392E+00 a      2291     0    96     1    11
 -2.9584202573879521E+00 a      2292     0    96     1    12
 -2.5547967258248967E+00 a      2293     0    96     1    13
  4.0945737638103669E-01 a      2294     0    96     1    14
  3.8692976293219852E+00 a      2295     0    96     1    15
  5.0996837530271888E+00 a      2296     0    96     1    16
 -9.5463148089810324E-01 a      2297     0    96     1    17
  5.4353369715405950E+00 a      2298     0    96     1    18
 -6.8521806391788287E+00 a      2299     0    96     1    19
  1.3925653893298457E+00 a      2300     0    96     1    20
 -2.3442240614914640E+00 a      2301     0    96     1    21
 -6.9973122798862732E+00 a      2302     0    96     1    22
  1.5090514976712900E+01 a      2303     0    96     1    23
  5.7442950629574909E+00 a      2304     0    96     1    24
  1.5373730297047661E+00 a      2305     0    97     1     1
  7.6563743819936212E+00 a      2306     0    97     1     2
  9.6385223115729290E-01 a      2307     0    97     1     3
  3.9889556229241232E+00 a      2308     0    97     1     4
  5.4706218019937882E+00 a      2309     0    97     1     5
 -1.4569875850655727E+00 a      2310     0    97     1     6
 -3.0635091135408286E+00 a      2311     0    97     1     7
  2.0784502860116856E+00 a      2312     0    97     1     8
 -1.8352356748541945E+00 a      2313     0    97     1     9
  6.9190213389559503E+00 a      2314     0    97     1    10
 -3.1538236042796095E+00 a      2315     0    97     1    11
 -2.7151494925296271E+00 a      2316     0    97     1    12
 -4.8178346739403466E-01 a      2317     0    97     1    13
 -7.5118267121905422E+00 a      2318     0    97     1    14
 -6.0487856079195828E+00 a      2319     0    97     1    15
  4.9603609063825767E+00 a      2320     0    97     1    16
 -7.5139082374021893E-01 a      2321     0    97     1    17
  1.8111465535306081E+01 a      2322     0    97     1    18
  1.3894109400798145E+00 a      2323     0    97     1    19
 -7.3531026827312322E+00 a      2324     0    97     1    20
  1.2639349321493865E+01 a      2325     0    97     1    21
 -6.1930159320047657E+00 a      2326     0    97     1    22
  5.0599817784476802E+00 a      2327     0    97     1    23
 -8.3072979569757841E+00 a      2328     0    97     1    24
 -3.1832352184905344E+00 a      2329     0    98     1     1
 -8.0998567384135273E-02 a      2330     0    98     1     2
 -3.8060853232741301E+00 a      2331     0    98     1     3
 -1.1156315088795021E+00 a      2332     0    98     1     4
  8.2901853227043230E+00 a      2333     0    98     1     5
  8.0081720905220977E-01 a      2334     0    98     1     6
  2.7109646928734792E+00 a      2335     0    98     1     7
 -2.3430260505560743E-01 a      2336     0    98     1     8
 -4.0763198263437783E-01 a      2337     0    98     1     9
  3.3998451365906015E+00 a      2338     0    98     1    10
 -1.3475240220783088E-01 a      2339     0    98     1    11
 -3.3121761716120082E+00 a      2340     0    98     1    12
  2.8730048022662400E+00 a      2341     0    98     1    13
 -2.1502637443651182E+00 a      2342     0    98     1    14
  3.3187998435869330E+00 a      2343     0    98     1    15
  1.2793452962247620E+00 a      2344     0    98     1    16
 -7.6759000256223797E-01 a      2345     0    98     1    17
 -6.3183311005458709E+00 a      2346     0    98     1    18
  2.0570447680659525E+00 a      2347     0    98     1    19
 -2.0194954847951943E+00 a      2348     0    98     1    20
  4.1254996587371009E+00 a      2349     0    98     1    21
  4.2870317187712557E+00 a      2350     0    98     1    22
  2.0104246163377444E+00 a      2351     0    98     1    23
 -5.8624550407604188E+00 a      2352     0    98     1    24
 -5.2890378867286891E+00 a      2353     0    99     1     1
 -1.5763273318272428E+00 a      2354     0    99     1     2
  5.8406503751536896E+00 a      2355     0    99     1     3
 -1.0855212512923447E+00 a      2356     0    99     1     4
  1.0967398244141471E+01 a      2357     0    99     1     5
 -1.5128779156059966E+01 a      2358     0    99     1     6
 -6.9912771223634165E+00 a      2359     0    99     1     7
 -3.1856665025873152E+00 a      2360     0    99     1     8
 -2.3095123600534356E-01 a      2361     0    99     1     9
  5.9356632207185651E+00 a      2362     0    99     1    10
  3.6590767300962872E+00 a      2363     0    99     1    11
 -2.6273587363501911E+00 a      2364     0    99     1    12
 -3.1067064098504660E-01 a      2365     0    99     1    13
 -1.0862968195357702E+01 a      2366     0    99     1    14
 -1.0862564900721525E+01 a      2367     0    99     1    15
 -3.3461266723299610E+00 a      2368     0    99     1    16
 -1.2150174154959377E+00 a      2369     0    99     1    17
 -2.6419210290612787E+00 a      2370     0    99     1    18
 -8.9044661843836137E-01 a      2371     0    99     1    19
 -9.7753769787051359E-01 a      2372     0    99     1    20
  3.7302336610460527E+00 a      2373     0    99     1    21
 -5.8218014669599301E+00 a      2374     0    99     1    22
  8.2268796109288118E+00 a      2375     0    99     1    23
 -5.3997961050552847E+00 a      2376     0    99     1    24
 -3.0253882825964218E+00 a      2377     0   100     1     1
 -8.5747699823907975E-01 a      2378     0   100     1     2
 -7.5104737086027884E-01 a      2379     0   100     1     3
  2.6071935164441795E+00 a      2380     0   100     1     4
  6.3267924761329910E+00 a      2381     0   100     1     5
 -1.1700710265569332E+00 a      2382     0   100     1     6
  1.4370290082588144E+00 a      2383     0   100     1     7
 -4.0352704830164188E-01 a      2384     0   100     1     8
  3.6254849144074610E+00 a      2385     0   100     1     9
  1.1988780419243710E+00 a      2386     0   100     1    10
 -7.4556930698073272E+00 a      2387     0   100     1    11
 -5.2264231359104407E+00 a      2388     0   100     1    12
 -1.2924225400955096E+00 a      2389     0   100     1    13
 -3.2527019451489103E-01 a      2390     0   100     1    14
 -9.1298374023085707E+00 a      2391     0   100     1    15
  3.6054439172260331E+00 a      2392     0   100     1    16
  4.3654651438237950E+00 a      2393     0   100     1    17
 -8.3384144835724481E+00 a      2394     0   100     1    18
  5.6180190469890494E+00 a      2395     0   100     1    19
 -5.6488208167860963E+00 a      2396     0   100     1    20
  2.1397034939647668E+00 a      2397     0   100     1    21
  2.6382215252528920E+00 a      2398     0   100     1    22
 -4.4821353505773320E+00 a      2399     0   100     1    23
 -2.3720652758532306E+00 a      2400     0   100     1    24
  1.6332995267772681E+00 a      2401     0   101     1     1
 -2.8962875272432997E+00 a      2402     0   101     1     2
  1.8510802051544395E+00 a      2403     0   101     1     3
  2.4059019038858036E+00 a      2404     0   101     1     4
  9.1530389909013399E-01 a      2405     0   101     1     5
 -1.0081734133380868E-01 a      2406     0   101     1     6
  1.8181230037080420E+00 a      2407     0   101     1     7
  1.4801182300962403E+00 a      2408     0   101     1     8
 -2.4052386436716522E+00 a      2409     0   101     1     9
 -2.2192372147703829E+00 a      2410     0   101     1    10
  2.3580527168508549E+00 a      2411     0   101     1    11
 -4.3154921839005089E+00 a      2412     0   101     1    12
  9.1027602324695478E-01 a      2413     0   101     1    13
 -8.8840376397957710E-01 a      2414     0   101     1    14
 -2.2282275092628598E+00 a      2415     0   101     1    15
  9.0399207603433551E-01 a      2416     0   101     1    16
 -6.6545898818283067E-01 a      2417     0   101     1    17
 -4.7930720556236395E+00 a      2418     0   101     1    18
  5.0578634357600871E-01 a      2419     0   101     1    19
 -1.3869199782398651E+00 a      2420     0   101     1    20
 -2.0796463532932905E+00 a      2421     0   101     1    21
  1.2535939104086291E+00 a      2422     0   101     1    22
 -4.5611113299882504E+00 a      2423     0   101     1    23
  3.0598593038375541E+00 a      2424     0   101     1    24
 -1.6661695621876949E+00 a      2425     0   102     1     1
  4.8300166762730958E+00 a      2426     0   102     1     2
  3.8100259908954798E-01 a      2427     0   102     1     3
 -5.3438053539042700E+00 a      2428     0   102     1     4
  1.2736290385808233E+00 a      2429     0   102     1     5
  1.0866604048092444E-01 a      2430     0   102     1     6
  2.1660350248732301E+00 a      2431     0   102     1     7
 -1.9682747132771328E+00 a      2432     0   102     1     8
  2.1999705426513416E+00 a      2433     0   102     1     9
  6.6598188041248407E-01 a      2434     0   102     1    10
  1.0145528556431043E+00 a      2435     0   102     1    11
